date_id,page_name,pageviews
2018-12-31,landing_page,302878752
2019-01-01,landing_page,312601914
2019-01-02,landing_page,326949126
2019-01-03,landing_page,321689932
2019-01-04,landing_page,315004706
2019-01-05,landing_page,317146245
2019-01-06,landing_page,333180513
2019-01-07,landing_page,342244202
2019-01-08,landing_page,325989103
2019-01-09,landing_page,315919084
2019-01-10,landing_page,312925738
2019-01-11,landing_page,308030855
2019-01-12,landing_page,311056530
2019-01-13,landing_page,323122651
2019-01-14,landing_page,331391099
2019-01-15,landing_page,325564204
2019-01-16,landing_page,318047667
2019-01-17,landing_page,313508051
2019-01-18,landing_page,317510491
2019-01-19,landing_page,312722503
2019-01-20,landing_page,334792619
2019-01-21,landing_page,334636932
2019-01-22,landing_page,326482854
2019-01-23,landing_page,317800016
2019-01-24,landing_page,313064861
2019-01-25,landing_page,299614641
2019-01-26,landing_page,296418351
2019-01-27,landing_page,311411312
2019-01-28,landing_page,312245328
2019-01-29,landing_page,303576210
2019-01-30,landing_page,301980279
2019-01-31,landing_page,298057463
2019-02-01,landing_page,294783075
2019-02-02,landing_page,285853494
2019-02-03,landing_page,310057169
2019-02-04,landing_page,322615450
2019-02-05,landing_page,300060739
2019-02-06,landing_page,294300632
2019-02-07,landing_page,288631271
2019-02-08,landing_page,292322070
2019-02-09,landing_page,284884431
2019-02-10,landing_page,312192081
2019-02-11,landing_page,330141112
2019-02-12,landing_page,305915685
2019-02-13,landing_page,297965818
2019-02-14,landing_page,290988300
2019-02-15,landing_page,287655062
2019-02-16,landing_page,287306444
2019-02-17,landing_page,302829694
2019-02-18,landing_page,311558582
2019-02-19,landing_page,305730692
2019-02-20,landing_page,299141565
2019-02-21,landing_page,295474037
2019-02-22,landing_page,290411544
2019-02-23,landing_page,286692736
2019-02-24,landing_page,300871332
2019-02-25,landing_page,333673377
2019-02-26,landing_page,307512767
2019-02-27,landing_page,299159532
2019-02-28,landing_page,291399260
2019-03-01,landing_page,281825337
2019-03-02,landing_page,281585931
2019-03-03,landing_page,302395290
2019-03-04,landing_page,313267372
2019-03-05,landing_page,296821448
2019-03-06,landing_page,291010985
2019-03-07,landing_page,287737182
2019-03-08,landing_page,277788475
2019-03-09,landing_page,283562895
2019-03-10,landing_page,305264624
2019-03-11,landing_page,308391562
2019-03-12,landing_page,296922945
2019-03-13,landing_page,289114675
2019-03-14,landing_page,292489500
2019-03-15,landing_page,279020392
2019-03-16,landing_page,279908459
2019-03-17,landing_page,303826168
2019-03-18,landing_page,310729591
2019-03-19,landing_page,293862326
2019-03-20,landing_page,290586417
2019-03-21,landing_page,291530778
2019-03-22,landing_page,286456158
2019-03-23,landing_page,285923076
2019-03-24,landing_page,302945936
2019-03-25,landing_page,303473804
